0.000000000000000000e+00 1.683070059620035863e+01
9.775171065493646130e-03 5.914418822374038598e+00
1.955034213098729226e-02 1.052777999799480568e+01
2.932551319648094013e-02 2.059980106164618974e+01
3.910068426197458452e-02 1.757833697174511300e+01
4.887585532746822892e-02 -5.224185839584315261e+00
5.865102639296188025e-02 1.014248377421881386e+01
6.842619745845551771e-02 1.270964566592807543e+00
7.820136852394916904e-02 1.589238757343994113e+00
8.797653958944282038e-02 5.626944047838467355e+00
9.775171065493645783e-02 3.416588877902982269e+00
1.075268817204301092e-01 1.381636895872937387e+01
1.173020527859237605e-01 8.185217551089381871e+00
1.270772238514173980e-01 2.982763533002446454e+00
1.368523949169110354e-01 5.471312151004308788e+00
1.466275659824047006e-01 4.500271067061642150e+00
1.564027370478983381e-01 1.369417651643899880e+01
1.661779081133919755e-01 1.184191553597924162e-02
1.759530791788856408e-01 4.070732856036042513e+00
1.857282502443792782e-01 -5.351429964933791972e+00
1.955034213098729157e-01 -1.902491510611196901e+01
2.052785923753665809e-01 6.548523790859187343e+00
2.150537634408602183e-01 8.158844824178720145e+00
2.248289345063538558e-01 -4.766744113742762856e+00
2.346041055718475210e-01 1.925943959154636076e+01
2.443792766373411585e-01 -1.059898593688921231e+01
2.541544477028347959e-01 1.340305604023569463e+00
2.639296187683284334e-01 -5.811700877211112282e-01
2.737047898338220708e-01 1.312432723601377837e+01
2.834799608993157638e-01 1.256641733612035061e+01
2.932551319648094013e-01 2.004145705065979666e+00
3.030303030303030387e-01 3.746334894265990201e+00
3.128054740957966762e-01 -6.421465061895841764e+00
3.225806451612903136e-01 -1.520258912264610629e+01
3.323558162267839511e-01 -2.173526036568072861e+00
3.421309872922775885e-01 1.829426715596733644e+00
3.519061583577712815e-01 1.039254810067102319e+01
3.616813294232649190e-01 1.014342435609312609e+01
3.714565004887585564e-01 -2.597634728652058023e+00
3.812316715542521939e-01 -1.938554062321194760e+00
3.910068426197458313e-01 -7.927503475796848775e+00
4.007820136852394688e-01 -1.091612778166815545e+01
4.105571847507331618e-01 -1.322111873476479182e+01
4.203323558162267992e-01 1.602210301212079457e+01
4.301075268817204367e-01 -3.672721889237054782e+00
4.398826979472140741e-01 -3.109845316272562332e+00
4.496578690127077116e-01 -9.635772669698253523e+00
4.594330400782013490e-01 6.599882158616947159e+00
4.692082111436950420e-01 -1.253637534295925704e+01
4.789833822091886795e-01 -1.330826018661401156e+00
4.887585532746823169e-01 -6.794934629799545434e+00
4.985337243401759544e-01 3.463115036552801396e+00
5.083088954056695918e-01 -3.718060103777415470e+00
5.180840664711632293e-01 -9.074798118401647073e+00
5.278592375366568668e-01 1.480864461862711201e-01
5.376344086021505042e-01 3.804915366471560478e+00
5.474095796676441417e-01 9.165807146731345112e-01
5.571847507331377791e-01 2.811912834023849950e+00
5.669599217986315276e-01 -4.673175794656510895e+00
5.767350928641251651e-01 -2.489629439681624756e+00
5.865102639296188025e-01 -4.954771465655944951e+00
5.962854349951124400e-01 -2.437099452985352244e+00
6.060606060606060774e-01 -6.049530638998463772e+00
6.158357771260997149e-01 -1.333629874207979427e+01
6.256109481915933523e-01 1.913820591485206890e+00
6.353861192570869898e-01 -2.697132549280293112e+00
6.451612903225806273e-01 -1.249937899002209285e+01
6.549364613880742647e-01 4.272090143500086867e+00
6.647116324535679022e-01 -6.658251603061088097e+00
6.744868035190615396e-01 1.048831402535013169e+00
6.842619745845551771e-01 6.502107172575285254e+00
6.940371456500489256e-01 1.740491819599446988e+00
7.038123167155425630e-01 9.866355862228081364e+00
7.135874877810362005e-01 -9.081523090056755620e+00
7.233626588465298379e-01 4.065282237003351895e+00
7.331378299120234754e-01 -4.578831230355498327e+00
7.429130009775171128e-01 -6.009915188679436859e+00
7.526881720430107503e-01 -3.613764404465119817e+00
7.624633431085043878e-01 -1.411049472108486080e+00
7.722385141739980252e-01 1.598762280497234123e+00
7.820136852394916627e-01 -8.100047264837336058e+00
7.917888563049853001e-01 8.502972170004218455e+00
8.015640273704789376e-01 5.100154180351374578e+00
8.113391984359725750e-01 -1.083359706714743709e+01
8.211143695014663235e-01 1.344651319528140121e+01
8.308895405669599610e-01 1.679396064606479300e+01
8.406647116324535984e-01 1.114512573549681029e+01
8.504398826979472359e-01 3.646240370643949458e-01
8.602150537634408733e-01 -6.672449824169889965e+00
8.699902248289345108e-01 1.041839863676706202e+01
8.797653958944281483e-01 -1.154566361539886898e+00
8.895405669599217857e-01 1.193645619669207747e+01
8.993157380254154232e-01 3.906214536451687813e+00
9.090909090909090606e-01 1.013238473137124984e+01
9.188660801564026981e-01 5.244659582188597291e+00
